['Moscow Sheremetyevo International Airport (SVO)', 'Moscow Domodedovo Airport (DME)', 'Aeroflot']
['Ufa International Airport (UFA)', 'Vladivostok International Airport (VVO)', 'Rossiya Airlines']
['Ufa International Airport (UFA)', 'Rostov-on-Don Platov International Airport (ROV)', 'Aeroflot']
['Ufa International Airport (UFA)', 'Rostov-on-Don Platov International Airport (ROV)', 'S7 Airlines']
['Ufa International Airport (UFA)', 'Rostov-on-Don Platov International Airport (ROV)', 'Ural Airlines']
['Ufa International Airport (UFA)', 'Rostov-on-Don Platov International Airport (ROV)', 'Rossiya Airlines']
['Ufa International Airport (UFA)', 'Krasnoyarsk International Airport (KJA)', 'Aeroflot']
['Ufa International Airport (UFA)', 'Krasnoyarsk International Airport (KJA)', 'S7 Airlines']
['Ufa International Airport (UFA)', 'Krasnoyarsk International Airport (KJA)', 'Ural Airlines']
['Ufa International Airport (UFA)', 'Krasnoyarsk International Airport (KJA)', 'Rossiya Airlines']
['Ufa International Airport (UFA)', 'Samara Kurumoch International Airport (KUF)', 'Aeroflot']
['Ufa International Airport (UFA)', 'Samara Kurumoch International Airport (KUF)', 'S7 Airlines']
['Ufa International Airport (UFA)', 'Samara Kurumoch International Airport (KUF)', 'Ural Airlines']
['Ufa International Airport (UFA)', 'Samara Kurumoch International Airport (KUF)', 'Rossiya Airlines']
['Ufa International Airport (UFA)', 'Irkutsk International Airport (IKT)', 'Aeroflot']
['Ufa International Airport (UFA)', 'Irkutsk International Airport (IKT)', 'S7 Airlines']
['Ufa International Airport (UFA)', 'Irkutsk International Airport (IKT)', 'Ural Airlines']
['Ufa International Airport (UFA)', 'Irkutsk International Airport (IKT)', 'Rossiya Airlines']
['Ufa International Airport (UFA)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Aeroflot']
['Ufa International Airport (UFA)', 'Kaliningrad Khrabrovo Airport (KGD)', 'S7 Airlines']
['Ufa International Airport (UFA)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Ural Airlines']
['Ufa International Airport (UFA)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Rossiya Airlines']
['Ufa International Airport (UFA)', 'Omsk Tsentralny Airport (OMS)', 'Aeroflot']
['Ufa International Airport (UFA)', 'Omsk Tsentralny Airport (OMS)', 'S7 Airlines']
['Ufa International Airport (UFA)', 'Omsk Tsentralny Airport (OMS)', 'Ural Airlines']
['Ufa International Airport (UFA)', 'Omsk Tsentralny Airport (OMS)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Moscow Sheremetyevo International Airport (SVO)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Moscow Sheremetyevo International Airport (SVO)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Moscow Sheremetyevo International Airport (SVO)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Moscow Sheremetyevo International Airport (SVO)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Moscow Domodedovo Airport (DME)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Moscow Domodedovo Airport (DME)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Moscow Domodedovo Airport (DME)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Moscow Domodedovo Airport (DME)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Saint Petersburg Pulkovo Airport (LED)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Saint Petersburg Pulkovo Airport (LED)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Saint Petersburg Pulkovo Airport (LED)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Saint Petersburg Pulkovo Airport (LED)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Kazan International Airport (KZN)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Kazan International Airport (KZN)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Kazan International Airport (KZN)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Kazan International Airport (KZN)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Novosibirsk Tolmachevo Airport (OVB)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Yekaterinburg Koltsovo Airport (SVX)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Sochi International Airport (AER)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Sochi International Airport (AER)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Sochi International Airport (AER)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Sochi International Airport (AER)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Vladivostok International Airport (VVO)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Vladivostok International Airport (VVO)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Vladivostok International Airport (VVO)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Vladivostok International Airport (VVO)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Rostov-on-Don Platov International Airport (ROV)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Rostov-on-Don Platov International Airport (ROV)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Rostov-on-Don Platov International Airport (ROV)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Rostov-on-Don Platov International Airport (ROV)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Ufa International Airport (UFA)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Ufa International Airport (UFA)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Ufa International Airport (UFA)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Ufa International Airport (UFA)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Samara Kurumoch International Airport (KUF)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Samara Kurumoch International Airport (KUF)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Samara Kurumoch International Airport (KUF)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Samara Kurumoch International Airport (KUF)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Irkutsk International Airport (IKT)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Irkutsk International Airport (IKT)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Irkutsk International Airport (IKT)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Irkutsk International Airport (IKT)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Kaliningrad Khrabrovo Airport (KGD)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Rossiya Airlines']
['Krasnoyarsk International Airport (KJA)', 'Omsk Tsentralny Airport (OMS)', 'Aeroflot']
['Krasnoyarsk International Airport (KJA)', 'Omsk Tsentralny Airport (OMS)', 'S7 Airlines']
['Krasnoyarsk International Airport (KJA)', 'Omsk Tsentralny Airport (OMS)', 'Ural Airlines']
['Krasnoyarsk International Airport (KJA)', 'Omsk Tsentralny Airport (OMS)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Moscow Sheremetyevo International Airport (SVO)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Moscow Sheremetyevo International Airport (SVO)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Moscow Sheremetyevo International Airport (SVO)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Moscow Sheremetyevo International Airport (SVO)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Moscow Domodedovo Airport (DME)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Moscow Domodedovo Airport (DME)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Moscow Domodedovo Airport (DME)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Moscow Domodedovo Airport (DME)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Saint Petersburg Pulkovo Airport (LED)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Saint Petersburg Pulkovo Airport (LED)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Saint Petersburg Pulkovo Airport (LED)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Saint Petersburg Pulkovo Airport (LED)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Kazan International Airport (KZN)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Kazan International Airport (KZN)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Kazan International Airport (KZN)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Kazan International Airport (KZN)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Novosibirsk Tolmachevo Airport (OVB)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Yekaterinburg Koltsovo Airport (SVX)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Sochi International Airport (AER)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Sochi International Airport (AER)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Sochi International Airport (AER)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Sochi International Airport (AER)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Vladivostok International Airport (VVO)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Vladivostok International Airport (VVO)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Vladivostok International Airport (VVO)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Vladivostok International Airport (VVO)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Rostov-on-Don Platov International Airport (ROV)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Rostov-on-Don Platov International Airport (ROV)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Rostov-on-Don Platov International Airport (ROV)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Rostov-on-Don Platov International Airport (ROV)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Ufa International Airport (UFA)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Ufa International Airport (UFA)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Ufa International Airport (UFA)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Ufa International Airport (UFA)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Krasnoyarsk International Airport (KJA)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Krasnoyarsk International Airport (KJA)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Krasnoyarsk International Airport (KJA)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Krasnoyarsk International Airport (KJA)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Irkutsk International Airport (IKT)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Irkutsk International Airport (IKT)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Irkutsk International Airport (IKT)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Irkutsk International Airport (IKT)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Kaliningrad Khrabrovo Airport (KGD)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Rossiya Airlines']
['Samara Kurumoch International Airport (KUF)', 'Omsk Tsentralny Airport (OMS)', 'Aeroflot']
['Samara Kurumoch International Airport (KUF)', 'Omsk Tsentralny Airport (OMS)', 'S7 Airlines']
['Samara Kurumoch International Airport (KUF)', 'Omsk Tsentralny Airport (OMS)', 'Ural Airlines']
['Samara Kurumoch International Airport (KUF)', 'Omsk Tsentralny Airport (OMS)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Moscow Sheremetyevo International Airport (SVO)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Moscow Sheremetyevo International Airport (SVO)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Moscow Sheremetyevo International Airport (SVO)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Moscow Sheremetyevo International Airport (SVO)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Moscow Domodedovo Airport (DME)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Moscow Domodedovo Airport (DME)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Moscow Domodedovo Airport (DME)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Moscow Domodedovo Airport (DME)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Saint Petersburg Pulkovo Airport (LED)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Saint Petersburg Pulkovo Airport (LED)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Saint Petersburg Pulkovo Airport (LED)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Saint Petersburg Pulkovo Airport (LED)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Kazan International Airport (KZN)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Kazan International Airport (KZN)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Kazan International Airport (KZN)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Kazan International Airport (KZN)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Novosibirsk Tolmachevo Airport (OVB)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Yekaterinburg Koltsovo Airport (SVX)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Sochi International Airport (AER)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Sochi International Airport (AER)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Sochi International Airport (AER)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Sochi International Airport (AER)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Vladivostok International Airport (VVO)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Vladivostok International Airport (VVO)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Vladivostok International Airport (VVO)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Vladivostok International Airport (VVO)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Rostov-on-Don Platov International Airport (ROV)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Rostov-on-Don Platov International Airport (ROV)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Rostov-on-Don Platov International Airport (ROV)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Rostov-on-Don Platov International Airport (ROV)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Ufa International Airport (UFA)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Ufa International Airport (UFA)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Ufa International Airport (UFA)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Ufa International Airport (UFA)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Krasnoyarsk International Airport (KJA)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Krasnoyarsk International Airport (KJA)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Krasnoyarsk International Airport (KJA)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Krasnoyarsk International Airport (KJA)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Samara Kurumoch International Airport (KUF)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Samara Kurumoch International Airport (KUF)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Samara Kurumoch International Airport (KUF)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Samara Kurumoch International Airport (KUF)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Kaliningrad Khrabrovo Airport (KGD)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Kaliningrad Khrabrovo Airport (KGD)', 'Rossiya Airlines']
['Irkutsk International Airport (IKT)', 'Omsk Tsentralny Airport (OMS)', 'Aeroflot']
['Irkutsk International Airport (IKT)', 'Omsk Tsentralny Airport (OMS)', 'S7 Airlines']
['Irkutsk International Airport (IKT)', 'Omsk Tsentralny Airport (OMS)', 'Ural Airlines']
['Irkutsk International Airport (IKT)', 'Omsk Tsentralny Airport (OMS)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Moscow Sheremetyevo International Airport (SVO)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Moscow Sheremetyevo International Airport (SVO)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Moscow Sheremetyevo International Airport (SVO)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Moscow Sheremetyevo International Airport (SVO)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Moscow Domodedovo Airport (DME)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Moscow Domodedovo Airport (DME)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Moscow Domodedovo Airport (DME)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Moscow Domodedovo Airport (DME)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Saint Petersburg Pulkovo Airport (LED)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Saint Petersburg Pulkovo Airport (LED)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Saint Petersburg Pulkovo Airport (LED)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Saint Petersburg Pulkovo Airport (LED)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Kazan International Airport (KZN)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Kazan International Airport (KZN)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Kazan International Airport (KZN)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Kazan International Airport (KZN)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Novosibirsk Tolmachevo Airport (OVB)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Yekaterinburg Koltsovo Airport (SVX)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Yekaterinburg Koltsovo Airport (SVX)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Sochi International Airport (AER)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Sochi International Airport (AER)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Sochi International Airport (AER)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Sochi International Airport (AER)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Vladivostok International Airport (VVO)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Vladivostok International Airport (VVO)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Vladivostok International Airport (VVO)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Vladivostok International Airport (VVO)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Rostov-on-Don Platov International Airport (ROV)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Rostov-on-Don Platov International Airport (ROV)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Rostov-on-Don Platov International Airport (ROV)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Rostov-on-Don Platov International Airport (ROV)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Ufa International Airport (UFA)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Ufa International Airport (UFA)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Ufa International Airport (UFA)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Ufa International Airport (UFA)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Krasnoyarsk International Airport (KJA)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Krasnoyarsk International Airport (KJA)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Krasnoyarsk International Airport (KJA)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Krasnoyarsk International Airport (KJA)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Samara Kurumoch International Airport (KUF)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Samara Kurumoch International Airport (KUF)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Samara Kurumoch International Airport (KUF)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Samara Kurumoch International Airport (KUF)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Irkutsk International Airport (IKT)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Irkutsk International Airport (IKT)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Irkutsk International Airport (IKT)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Irkutsk International Airport (IKT)', 'Rossiya Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Omsk Tsentralny Airport (OMS)', 'Aeroflot']
['Kaliningrad Khrabrovo Airport (KGD)', 'Omsk Tsentralny Airport (OMS)', 'S7 Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Omsk Tsentralny Airport (OMS)', 'Ural Airlines']
['Kaliningrad Khrabrovo Airport (KGD)', 'Omsk Tsentralny Airport (OMS)', 'Rossiya Airlines']
['Omsk Tsentralny Airport (OMS)', 'Moscow Sheremetyevo International Airport (SVO)', 'Aeroflot']
['Omsk Tsentralny Airport (OMS)', 'Moscow Sheremetyevo International Airport (SVO)', 'S7 Airlines']
['Omsk Tsentralny Airport (OMS)', 'Moscow Sheremetyevo International Airport (SVO)', 'Ural Airlines']
['Omsk Tsentralny Airport (OMS)', 'Moscow Sheremetyevo International Airport (SVO)', 'Rossiya Airlines']
['Omsk Tsentralny Airport (OMS)', 'Moscow Domodedovo Airport (DME)', 'Aeroflot']
['Omsk Tsentralny Airport (OMS)', 'Moscow Domodedovo Airport (DME)', 'S7 Airlines']
['Omsk Tsentralny Airport (OMS)', 'Moscow Domodedovo Airport (DME)', 'Ural Airlines']
['Omsk Tsentralny Airport (OMS)', 'Moscow Domodedovo Airport (DME)', 'Rossiya Airlines']
['Omsk Tsentralny Airport (OMS)', 'Saint Petersburg Pulkovo Airport (LED)', 'Aeroflot']
['Omsk Tsentralny Airport (OMS)', 'Saint Petersburg Pulkovo Airport (LED)', 'S7 Airlines']
['Omsk Tsentralny Airport (OMS)', 'Saint Petersburg Pulkovo Airport (LED)', 'Ural Airlines']
['Omsk Tsentralny Airport (OMS)', 'Saint Petersburg Pulkovo Airport (LED)', 'Rossiya Airlines']
['Omsk Tsentralny Airport (OMS)', 'Kazan International Airport (KZN)', 'Aeroflot']
['Omsk Tsentralny Airport (OMS)', 'Kazan International Airport (KZN)', 'S7 Airlines']
['Omsk Tsentralny Airport (OMS)', 'Kazan International Airport (KZN)', 'Ural Airlines']
['Omsk Tsentralny Airport (OMS)', 'Kazan International Airport (KZN)', 'Rossiya Airlines']
['Omsk Tsentralny Airport (OMS)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Aeroflot']
['Omsk Tsentralny Airport (OMS)', 'Novosibirsk Tolmachevo Airport (OVB)', 'S7 Airlines']
['Omsk Tsentralny Airport (OMS)', 'Novosibirsk Tolmachevo Airport (OVB)', 'Ural Airlines']
