['Indira Gandhi International Airport (DEL)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Surat Airport (STV)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Surat Airport (STV)', 'Go First']
['Jaipur International Airport (JAI)', 'Visakhapatnam Airport (VTZ)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Visakhapatnam Airport (VTZ)', 'Air India']
['Jaipur International Airport (JAI)', 'Visakhapatnam Airport (VTZ)', 'Vistara']
['Jaipur International Airport (JAI)', 'Visakhapatnam Airport (VTZ)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Visakhapatnam Airport (VTZ)', 'Go First']
['Jaipur International Airport (JAI)', 'Bagdogra Airport (IXB)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Bagdogra Airport (IXB)', 'Air India']
['Jaipur International Airport (JAI)', 'Bagdogra Airport (IXB)', 'Vistara']
['Jaipur International Airport (JAI)', 'Bagdogra Airport (IXB)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Bagdogra Airport (IXB)', 'Go First']
['Jaipur International Airport (JAI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Jaipur International Airport (JAI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
['Jaipur International Airport (JAI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Jaipur International Airport (JAI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Jaipur International Airport (JAI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Jaipur International Airport (JAI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Jaipur International Airport (JAI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Jaipur International Airport (JAI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Cochin International Airport (COK)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Cochin International Airport (COK)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Cochin International Airport (COK)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Cochin International Airport (COK)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Cochin International Airport (COK)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Cochin International Airport (COK)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Cochin International Airport (COK)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Cochin International Airport (COK)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Cochin International Airport (COK)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Cochin International Airport (COK)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Cochin International Airport (COK)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Cochin International Airport (COK)', 'Kempegowda International Airport (BLR)', 'Air India']
['Cochin International Airport (COK)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Cochin International Airport (COK)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Cochin International Airport (COK)', 'Kempegowda International Airport (BLR)', 'Go First']
['Cochin International Airport (COK)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'IndiGo']
['Cochin International Airport (COK)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Air India']
['Cochin International Airport (COK)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Vistara']
['Cochin International Airport (COK)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'SpiceJet']
['Cochin International Airport (COK)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Go First']
['Cochin International Airport (COK)', 'Rajiv Gandhi International Airport (HYD)', 'IndiGo']
['Cochin International Airport (COK)', 'Rajiv Gandhi International Airport (HYD)', 'Air India']
['Cochin International Airport (COK)', 'Rajiv Gandhi International Airport (HYD)', 'Vistara']
['Cochin International Airport (COK)', 'Rajiv Gandhi International Airport (HYD)', 'SpiceJet']
['Cochin International Airport (COK)', 'Rajiv Gandhi International Airport (HYD)', 'Go First']
['Cochin International Airport (COK)', 'Chennai International Airport (MAA)', 'IndiGo']
['Cochin International Airport (COK)', 'Chennai International Airport (MAA)', 'Air India']
['Cochin International Airport (COK)', 'Chennai International Airport (MAA)', 'Vistara']
['Cochin International Airport (COK)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Cochin International Airport (COK)', 'Chennai International Airport (MAA)', 'Go First']
['Cochin International Airport (COK)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Cochin International Airport (COK)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Cochin International Airport (COK)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Cochin International Airport (COK)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Cochin International Airport (COK)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Cochin International Airport (COK)', 'Pune Airport (PNQ)', 'IndiGo']
['Cochin International Airport (COK)', 'Pune Airport (PNQ)', 'Air India']
['Cochin International Airport (COK)', 'Pune Airport (PNQ)', 'Vistara']
['Cochin International Airport (COK)', 'Pune Airport (PNQ)', 'SpiceJet']
['Cochin International Airport (COK)', 'Pune Airport (PNQ)', 'Go First']
['Cochin International Airport (COK)', 'Goa International Airport (GOI)', 'IndiGo']
['Cochin International Airport (COK)', 'Goa International Airport (GOI)', 'Air India']
['Cochin International Airport (COK)', 'Goa International Airport (GOI)', 'Vistara']
['Cochin International Airport (COK)', 'Goa International Airport (GOI)', 'SpiceJet']
['Cochin International Airport (COK)', 'Goa International Airport (GOI)', 'Go First']
['Cochin International Airport (COK)', 'Jaipur International Airport (JAI)', 'IndiGo']
['Cochin International Airport (COK)', 'Jaipur International Airport (JAI)', 'Air India']
['Cochin International Airport (COK)', 'Jaipur International Airport (JAI)', 'Vistara']
['Cochin International Airport (COK)', 'Jaipur International Airport (JAI)', 'SpiceJet']
['Cochin International Airport (COK)', 'Jaipur International Airport (JAI)', 'Go First']
['Cochin International Airport (COK)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'IndiGo']
['Cochin International Airport (COK)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Air India']
['Cochin International Airport (COK)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Vistara']
['Cochin International Airport (COK)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'SpiceJet']
['Cochin International Airport (COK)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Go First']
['Cochin International Airport (COK)', 'Mangalore International Airport (IXE)', 'IndiGo']
['Cochin International Airport (COK)', 'Mangalore International Airport (IXE)', 'Air India']
['Cochin International Airport (COK)', 'Mangalore International Airport (IXE)', 'Vistara']
['Cochin International Airport (COK)', 'Mangalore International Airport (IXE)', 'SpiceJet']
['Cochin International Airport (COK)', 'Mangalore International Airport (IXE)', 'Go First']
['Cochin International Airport (COK)', 'Biju Patnaik International Airport (BBI)', 'IndiGo']
['Cochin International Airport (COK)', 'Biju Patnaik International Airport (BBI)', 'Air India']
['Cochin International Airport (COK)', 'Biju Patnaik International Airport (BBI)', 'Vistara']
['Cochin International Airport (COK)', 'Biju Patnaik International Airport (BBI)', 'SpiceJet']
['Cochin International Airport (COK)', 'Biju Patnaik International Airport (BBI)', 'Go First']
['Cochin International Airport (COK)', 'Trivandrum International Airport (TRV)', 'IndiGo']
['Cochin International Airport (COK)', 'Trivandrum International Airport (TRV)', 'Air India']
['Cochin International Airport (COK)', 'Trivandrum International Airport (TRV)', 'Vistara']
['Cochin International Airport (COK)', 'Trivandrum International Airport (TRV)', 'SpiceJet']
['Cochin International Airport (COK)', 'Trivandrum International Airport (TRV)', 'Go First']
['Cochin International Airport (COK)', 'Surat Airport (STV)', 'IndiGo']
['Cochin International Airport (COK)', 'Surat Airport (STV)', 'Air India']
['Cochin International Airport (COK)', 'Surat Airport (STV)', 'Vistara']
['Cochin International Airport (COK)', 'Surat Airport (STV)', 'SpiceJet']
['Cochin International Airport (COK)', 'Surat Airport (STV)', 'Go First']
['Cochin International Airport (COK)', 'Visakhapatnam Airport (VTZ)', 'IndiGo']
['Cochin International Airport (COK)', 'Visakhapatnam Airport (VTZ)', 'Air India']
['Cochin International Airport (COK)', 'Visakhapatnam Airport (VTZ)', 'Vistara']
['Cochin International Airport (COK)', 'Visakhapatnam Airport (VTZ)', 'SpiceJet']
['Cochin International Airport (COK)', 'Visakhapatnam Airport (VTZ)', 'Go First']
['Cochin International Airport (COK)', 'Bagdogra Airport (IXB)', 'IndiGo']
['Cochin International Airport (COK)', 'Bagdogra Airport (IXB)', 'Air India']
['Cochin International Airport (COK)', 'Bagdogra Airport (IXB)', 'Vistara']
['Cochin International Airport (COK)', 'Bagdogra Airport (IXB)', 'SpiceJet']
['Cochin International Airport (COK)', 'Bagdogra Airport (IXB)', 'Go First']
['Cochin International Airport (COK)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Cochin International Airport (COK)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Cochin International Airport (COK)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
['Cochin International Airport (COK)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'SpiceJet']
['Cochin International Airport (COK)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Cochin International Airport (COK)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Cochin International Airport (COK)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Cochin International Airport (COK)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Cochin International Airport (COK)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Cochin International Airport (COK)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Kempegowda International Airport (BLR)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Kempegowda International Airport (BLR)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Rajiv Gandhi International Airport (HYD)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Rajiv Gandhi International Airport (HYD)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Rajiv Gandhi International Airport (HYD)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Rajiv Gandhi International Airport (HYD)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Rajiv Gandhi International Airport (HYD)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Chennai International Airport (MAA)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Chennai International Airport (MAA)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Chennai International Airport (MAA)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Chennai International Airport (MAA)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Pune Airport (PNQ)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Pune Airport (PNQ)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Pune Airport (PNQ)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Pune Airport (PNQ)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Pune Airport (PNQ)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Goa International Airport (GOI)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Goa International Airport (GOI)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Goa International Airport (GOI)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Goa International Airport (GOI)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Goa International Airport (GOI)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Jaipur International Airport (JAI)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Jaipur International Airport (JAI)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Jaipur International Airport (JAI)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Jaipur International Airport (JAI)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Jaipur International Airport (JAI)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Cochin International Airport (COK)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Cochin International Airport (COK)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Cochin International Airport (COK)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Cochin International Airport (COK)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Cochin International Airport (COK)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Mangalore International Airport (IXE)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Mangalore International Airport (IXE)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Mangalore International Airport (IXE)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Mangalore International Airport (IXE)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Mangalore International Airport (IXE)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Biju Patnaik International Airport (BBI)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Biju Patnaik International Airport (BBI)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Biju Patnaik International Airport (BBI)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Biju Patnaik International Airport (BBI)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Biju Patnaik International Airport (BBI)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Trivandrum International Airport (TRV)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Trivandrum International Airport (TRV)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Trivandrum International Airport (TRV)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Trivandrum International Airport (TRV)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Trivandrum International Airport (TRV)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Surat Airport (STV)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Surat Airport (STV)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Surat Airport (STV)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Surat Airport (STV)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Surat Airport (STV)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Visakhapatnam Airport (VTZ)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Visakhapatnam Airport (VTZ)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Visakhapatnam Airport (VTZ)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Visakhapatnam Airport (VTZ)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Visakhapatnam Airport (VTZ)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Bagdogra Airport (IXB)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Bagdogra Airport (IXB)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Bagdogra Airport (IXB)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Bagdogra Airport (IXB)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Bagdogra Airport (IXB)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Mangalore International Airport (IXE)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Mangalore International Airport (IXE)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Mangalore International Airport (IXE)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Mangalore International Airport (IXE)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Mangalore International Airport (IXE)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Mangalore International Airport (IXE)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Mangalore International Airport (IXE)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Kempegowda International Airport (BLR)', 'Air India']
['Mangalore International Airport (IXE)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Mangalore International Airport (IXE)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Kempegowda International Airport (BLR)', 'Go First']
['Mangalore International Airport (IXE)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Air India']
['Mangalore International Airport (IXE)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Vistara']
['Mangalore International Airport (IXE)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Go First']
['Mangalore International Airport (IXE)', 'Rajiv Gandhi International Airport (HYD)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Rajiv Gandhi International Airport (HYD)', 'Air India']
['Mangalore International Airport (IXE)', 'Rajiv Gandhi International Airport (HYD)', 'Vistara']
['Mangalore International Airport (IXE)', 'Rajiv Gandhi International Airport (HYD)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Rajiv Gandhi International Airport (HYD)', 'Go First']
['Mangalore International Airport (IXE)', 'Chennai International Airport (MAA)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Chennai International Airport (MAA)', 'Air India']
['Mangalore International Airport (IXE)', 'Chennai International Airport (MAA)', 'Vistara']
['Mangalore International Airport (IXE)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Chennai International Airport (MAA)', 'Go First']
['Mangalore International Airport (IXE)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Mangalore International Airport (IXE)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Mangalore International Airport (IXE)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Mangalore International Airport (IXE)', 'Pune Airport (PNQ)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Pune Airport (PNQ)', 'Air India']
['Mangalore International Airport (IXE)', 'Pune Airport (PNQ)', 'Vistara']
['Mangalore International Airport (IXE)', 'Pune Airport (PNQ)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Pune Airport (PNQ)', 'Go First']
['Mangalore International Airport (IXE)', 'Goa International Airport (GOI)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Goa International Airport (GOI)', 'Air India']
['Mangalore International Airport (IXE)', 'Goa International Airport (GOI)', 'Vistara']
['Mangalore International Airport (IXE)', 'Goa International Airport (GOI)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Goa International Airport (GOI)', 'Go First']
['Mangalore International Airport (IXE)', 'Jaipur International Airport (JAI)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Jaipur International Airport (JAI)', 'Air India']
['Mangalore International Airport (IXE)', 'Jaipur International Airport (JAI)', 'Vistara']
['Mangalore International Airport (IXE)', 'Jaipur International Airport (JAI)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Jaipur International Airport (JAI)', 'Go First']
['Mangalore International Airport (IXE)', 'Cochin International Airport (COK)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Cochin International Airport (COK)', 'Air India']
['Mangalore International Airport (IXE)', 'Cochin International Airport (COK)', 'Vistara']
['Mangalore International Airport (IXE)', 'Cochin International Airport (COK)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Cochin International Airport (COK)', 'Go First']
['Mangalore International Airport (IXE)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Air India']
['Mangalore International Airport (IXE)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Vistara']
['Mangalore International Airport (IXE)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Go First']
['Mangalore International Airport (IXE)', 'Biju Patnaik International Airport (BBI)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Biju Patnaik International Airport (BBI)', 'Air India']
['Mangalore International Airport (IXE)', 'Biju Patnaik International Airport (BBI)', 'Vistara']
['Mangalore International Airport (IXE)', 'Biju Patnaik International Airport (BBI)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Biju Patnaik International Airport (BBI)', 'Go First']
['Mangalore International Airport (IXE)', 'Trivandrum International Airport (TRV)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Trivandrum International Airport (TRV)', 'Air India']
['Mangalore International Airport (IXE)', 'Trivandrum International Airport (TRV)', 'Vistara']
['Mangalore International Airport (IXE)', 'Trivandrum International Airport (TRV)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Trivandrum International Airport (TRV)', 'Go First']
['Mangalore International Airport (IXE)', 'Surat Airport (STV)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Surat Airport (STV)', 'Air India']
['Mangalore International Airport (IXE)', 'Surat Airport (STV)', 'Vistara']
['Mangalore International Airport (IXE)', 'Surat Airport (STV)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Surat Airport (STV)', 'Go First']
['Mangalore International Airport (IXE)', 'Visakhapatnam Airport (VTZ)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Visakhapatnam Airport (VTZ)', 'Air India']
['Mangalore International Airport (IXE)', 'Visakhapatnam Airport (VTZ)', 'Vistara']
['Mangalore International Airport (IXE)', 'Visakhapatnam Airport (VTZ)', 'SpiceJet']
