['London Heathrow Airport (LHR)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Barcelona-El Prat Airport (BCN)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Barcelona-El Prat Airport (BCN)', 'Athens International Airport (ATH)', 'Lufthansa']
['Barcelona-El Prat Airport (BCN)', 'Athens International Airport (ATH)', 'Air France']
['Barcelona-El Prat Airport (BCN)', 'Athens International Airport (ATH)', 'British Airways']
['Barcelona-El Prat Airport (BCN)', 'Athens International Airport (ATH)', 'Ryanair']
['Barcelona-El Prat Airport (BCN)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Barcelona-El Prat Airport (BCN)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Barcelona-El Prat Airport (BCN)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Barcelona-El Prat Airport (BCN)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Barcelona-El Prat Airport (BCN)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Barcelona-El Prat Airport (BCN)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Barcelona-El Prat Airport (BCN)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Barcelona-El Prat Airport (BCN)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Barcelona-El Prat Airport (BCN)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Barcelona-El Prat Airport (BCN)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Barcelona-El Prat Airport (BCN)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Munich Airport (MUC)', 'London Heathrow Airport (LHR)', 'Air France']
['Munich Airport (MUC)', 'London Heathrow Airport (LHR)', 'British Airways']
['Munich Airport (MUC)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Munich Airport (MUC)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Munich Airport (MUC)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Munich Airport (MUC)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Munich Airport (MUC)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Munich Airport (MUC)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Munich Airport (MUC)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Munich Airport (MUC)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Munich Airport (MUC)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Munich Airport (MUC)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Munich Airport (MUC)', 'Frankfurt Airport (FRA)', 'Air France']
['Munich Airport (MUC)', 'Frankfurt Airport (FRA)', 'British Airways']
['Munich Airport (MUC)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Munich Airport (MUC)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Munich Airport (MUC)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Munich Airport (MUC)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Munich Airport (MUC)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Munich Airport (MUC)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Munich Airport (MUC)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Munich Airport (MUC)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Munich Airport (MUC)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Munich Airport (MUC)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Munich Airport (MUC)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Munich Airport (MUC)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Munich Airport (MUC)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Munich Airport (MUC)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Munich Airport (MUC)', 'Zurich Airport (ZRH)', 'Air France']
['Munich Airport (MUC)', 'Zurich Airport (ZRH)', 'British Airways']
['Munich Airport (MUC)', 'Zurich Airport (ZRH)', 'Ryanair']
['Munich Airport (MUC)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Munich Airport (MUC)', 'Vienna International Airport (VIE)', 'Air France']
['Munich Airport (MUC)', 'Vienna International Airport (VIE)', 'British Airways']
['Munich Airport (MUC)', 'Vienna International Airport (VIE)', 'Ryanair']
['Munich Airport (MUC)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Istanbul Airport (IST)', 'Lufthansa']
['Munich Airport (MUC)', 'Istanbul Airport (IST)', 'Air France']
['Munich Airport (MUC)', 'Istanbul Airport (IST)', 'British Airways']
['Munich Airport (MUC)', 'Istanbul Airport (IST)', 'Ryanair']
['Munich Airport (MUC)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Munich Airport (MUC)', 'Copenhagen Airport (CPH)', 'Air France']
['Munich Airport (MUC)', 'Copenhagen Airport (CPH)', 'British Airways']
['Munich Airport (MUC)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Munich Airport (MUC)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Munich Airport (MUC)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Munich Airport (MUC)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Munich Airport (MUC)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Munich Airport (MUC)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Munich Airport (MUC)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Munich Airport (MUC)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Munich Airport (MUC)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Munich Airport (MUC)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Dublin Airport (DUB)', 'Lufthansa']
['Munich Airport (MUC)', 'Dublin Airport (DUB)', 'Air France']
['Munich Airport (MUC)', 'Dublin Airport (DUB)', 'British Airways']
['Munich Airport (MUC)', 'Dublin Airport (DUB)', 'Ryanair']
['Munich Airport (MUC)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Brussels Airport (BRU)', 'Lufthansa']
['Munich Airport (MUC)', 'Brussels Airport (BRU)', 'Air France']
['Munich Airport (MUC)', 'Brussels Airport (BRU)', 'British Airways']
['Munich Airport (MUC)', 'Brussels Airport (BRU)', 'Ryanair']
['Munich Airport (MUC)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Munich Airport (MUC)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Munich Airport (MUC)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Munich Airport (MUC)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Munich Airport (MUC)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Athens International Airport (ATH)', 'Lufthansa']
['Munich Airport (MUC)', 'Athens International Airport (ATH)', 'Air France']
['Munich Airport (MUC)', 'Athens International Airport (ATH)', 'British Airways']
['Munich Airport (MUC)', 'Athens International Airport (ATH)', 'Ryanair']
['Munich Airport (MUC)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Munich Airport (MUC)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Munich Airport (MUC)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Munich Airport (MUC)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Munich Airport (MUC)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Munich Airport (MUC)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Munich Airport (MUC)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Munich Airport (MUC)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Munich Airport (MUC)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Munich Airport (MUC)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'London Heathrow Airport (LHR)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'London Heathrow Airport (LHR)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Frankfurt Airport (FRA)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Frankfurt Airport (FRA)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Munich Airport (MUC)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Munich Airport (MUC)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Munich Airport (MUC)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Munich Airport (MUC)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Zurich Airport (ZRH)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Zurich Airport (ZRH)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Zurich Airport (ZRH)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Vienna International Airport (VIE)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Vienna International Airport (VIE)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Vienna International Airport (VIE)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Istanbul Airport (IST)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Istanbul Airport (IST)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Istanbul Airport (IST)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Istanbul Airport (IST)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Copenhagen Airport (CPH)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Copenhagen Airport (CPH)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Dublin Airport (DUB)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Dublin Airport (DUB)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Dublin Airport (DUB)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Dublin Airport (DUB)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Brussels Airport (BRU)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Brussels Airport (BRU)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Brussels Airport (BRU)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Brussels Airport (BRU)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Athens International Airport (ATH)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Athens International Airport (ATH)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Athens International Airport (ATH)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Athens International Airport (ATH)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Zurich Airport (ZRH)', 'London Heathrow Airport (LHR)', 'Air France']
['Zurich Airport (ZRH)', 'London Heathrow Airport (LHR)', 'British Airways']
['Zurich Airport (ZRH)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Zurich Airport (ZRH)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Zurich Airport (ZRH)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Zurich Airport (ZRH)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Zurich Airport (ZRH)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Zurich Airport (ZRH)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Zurich Airport (ZRH)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Zurich Airport (ZRH)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Frankfurt Airport (FRA)', 'Air France']
['Zurich Airport (ZRH)', 'Frankfurt Airport (FRA)', 'British Airways']
['Zurich Airport (ZRH)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Zurich Airport (ZRH)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Zurich Airport (ZRH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Zurich Airport (ZRH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Zurich Airport (ZRH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Zurich Airport (ZRH)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Zurich Airport (ZRH)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Zurich Airport (ZRH)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Munich Airport (MUC)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Munich Airport (MUC)', 'Air France']
['Zurich Airport (ZRH)', 'Munich Airport (MUC)', 'British Airways']
['Zurich Airport (ZRH)', 'Munich Airport (MUC)', 'Ryanair']
['Zurich Airport (ZRH)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Zurich Airport (ZRH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Zurich Airport (ZRH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Zurich Airport (ZRH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Vienna International Airport (VIE)', 'Air France']
['Zurich Airport (ZRH)', 'Vienna International Airport (VIE)', 'British Airways']
['Zurich Airport (ZRH)', 'Vienna International Airport (VIE)', 'Ryanair']
['Zurich Airport (ZRH)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Istanbul Airport (IST)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Istanbul Airport (IST)', 'Air France']
['Zurich Airport (ZRH)', 'Istanbul Airport (IST)', 'British Airways']
['Zurich Airport (ZRH)', 'Istanbul Airport (IST)', 'Ryanair']
['Zurich Airport (ZRH)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Copenhagen Airport (CPH)', 'Air France']
['Zurich Airport (ZRH)', 'Copenhagen Airport (CPH)', 'British Airways']
['Zurich Airport (ZRH)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Zurich Airport (ZRH)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Zurich Airport (ZRH)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Zurich Airport (ZRH)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Zurich Airport (ZRH)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Zurich Airport (ZRH)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Zurich Airport (ZRH)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Zurich Airport (ZRH)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Dublin Airport (DUB)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Dublin Airport (DUB)', 'Air France']
['Zurich Airport (ZRH)', 'Dublin Airport (DUB)', 'British Airways']
['Zurich Airport (ZRH)', 'Dublin Airport (DUB)', 'Ryanair']
['Zurich Airport (ZRH)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Brussels Airport (BRU)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Brussels Airport (BRU)', 'Air France']
['Zurich Airport (ZRH)', 'Brussels Airport (BRU)', 'British Airways']
['Zurich Airport (ZRH)', 'Brussels Airport (BRU)', 'Ryanair']
['Zurich Airport (ZRH)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
